,show_id,title,director,cast,country,date_added,release_year,age_certification,duration,listed_in,description_x,index,id,type,description_y,runtime,imdb_id,imdb_score,imdb_votes
1634,s3589,Cannon Busters,,"Yoshitsugu Matsuoka, Hinaki Yano, Shiori Izawa, Junji Majima, Yosuke Akimoto, Nobuyuki Hiyama, Takaya Kuroda, Katsuhisa Houki, Taro Yamaguchi, Junko Minagawa, Tomomi Maruyama","United States, Japan","August 15, 2019",2019,TV-MA,1 Season,"Anime Series, International TV Shows",Immortal renegade Philly the Kid and his transforming pink Cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.,3746,ts83810,SHOW,"With a maintenance robot and a deadly fugitive tagging along, friendship droid S.A.M searches for its best friend, the heir to a kingdom under siege.",24,tt5066664,6.7,1172.0
1635,s3593,Happy Jail,,,,"August 14, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries","The Philippine jail known for a viral Michael Jackson dance video comes under the management of an ex-convict, sparking controversy and criticism.",3901,ts218776,SHOW,The jail in the Philippines made famous for a viral Michael Jackson dance video comes under the management of an ex-convict which causes some controversy,34,tt10753590,6.9,247.0
1636,s3594,Uyare,Manu Ashokan,"Parvathy, Asif Ali, Tovino Thomas, Siddique, Pratap Pothan, Samyuktha Menon, Anarkali Marikar, Prem Prakash",India,"August 14, 2019",2019,TV-14,119 min,"Dramas, International Movies",An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.,4129,tm468200,MOVIE,An aspiring pilot fights for her future -- and justice -- after surviving an acid attack from her abusive boyfriend.,125,tt9271408,8.1,3522.0
1637,s3595,90 ML,Anita Udeep,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",India,"August 13, 2019",2019,TV-MA,123 min,"Comedies, International Movies, Music & Musicals",Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,3985,tm373471,MOVIE,"Thamara, Paru, Kajal and Suganya are four friends who are rather tired of their uneventful routine. However, things take a turn for the better with the arrival of the spirited and outgoing Rita, a young woman who encourages them to live their lives to the fullest.",125,tt8268916,3.4,571.0
1638,s3596,Calum von Moger: Unbroken,Vlad Yudin,Calum Von Moger,United States,"August 13, 2019",2019,TV-MA,93 min,"Documentaries, Sports Movies","Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury.",3950,tm470252,MOVIE,"To many in the bodybuilding world, Calum von Moger is seen as the future of the sport. A two time Mr. Universe champion who has proven himself to have one of the greatest physiques currently on the professional stage; Calum was catapulted into social media stardom. Known for his resemblance to Arnold Schwarzenegger and dubbed Arnold 2.0.  But a sudden and tragic bicep tear brought his training and goals to a grinding halt. Losing dozens of pounds of muscle and unable to train until fully recovering â€“ Calum was forced to reassess his bodybuilding path and find a way to fight back up to the top. Calum von Moger: Unbroken chronicles his rise, fall, and now recovery as he moves into a promising career in television and film.  Showcasing a man with an indomitable will that overcomes all the hurdles in his path and taking him to a place that both skeptics and doctors thought was impossible.",93,tt10308686,6.3,828.0
1639,s3599,DC Super Hero Girls,,"Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks",United States,"August 12, 2019",2019,TV-Y7,1 Season,Kids' TV,"As Metropolis High students, super teens Wonder Woman, Supergirl, Bumblebee, Batgirl, Zatanna, and Green Lantern fight crime, classwork and crushes.",3160,ts89014,SHOW,"The world may know them as Wonder Woman, Supergirl and Batgirl, but not-so-typical teenagers Diana, Kara and Barbara, alongside their Super Hero friends have much more to deal with than just protecting Metropolis from some of the most sinister school-aged Super-Villains. After all, being teens is tough enough, what with school, friends, family and the chaos that comes with managing a social life. But add super powers and a secret identity to the mix, and things can get a lot more complicated.",10,tt6927444,7.2,1193.0
1640,s3604,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson","Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, Mr. Lawrence, Joe Murray",United States,"August 9, 2019",2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies","After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air.",3544,tm305433,MOVIE,"After 20 years in space, Rocko returns to a technologically advanced O-Town and makes it his mission to get his favorite show back on the air.",45,tt6172460,6.9,3820.0
1641,s3605,Sintonia,,"Christian Malheiros, Jottapê, Bruna Mascarenhas",Brazil,"August 9, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion.",3904,ts79695,SHOW,"Told through three different characters' perspectives, the story of Sintonia explores the interconnection of the music, drug traffic, and religion in SÃ£o Paulo. In the quest to be somebody, many paths will converge.",44,tt8165086,6.7,1067.0
1642,s3606,The Family,Jesse Moss,"James Cromwell, David Rysdahl, Ben Rosenfield, Zachary Booth",United States,"August 9, 2019",2019,TV-14,1 Season,Docuseries,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.",3145,ts218802,SHOW,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.",26,tt10780886,6.4,3491.0
1643,s3608,Dollar,,"Adel Karam, Amel Bouchoucha",Lebanon,"August 8, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas",Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.,3990,ts218000,SHOW,"Tarek is given the task to come up with a million-dollar idea for the launch of a new bank. An idea strikes him, but he will only reveal it to the CEO, making Zeina, the CEO's assistant played by Bouchoucha, suspicious.",28,tt10687564,6.6,592.0
1644,s3616,Wu Assassins,,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",United States,"August 8, 2019",2019,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.,3190,ts88283,SHOW,"The last in a line of Chosen Ones, a wannabe chef teams up with a homicide detective to unravel an ancient mystery and take down supernatural assassins.",44,tt8652642,6.4,12799.0
1645,s3617,Badla,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",India,"August 7, 2019",2019,TV-14,117 min,"International Movies, Thrillers","When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes.",3835,tm458328,MOVIE,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,120,tt8130968,7.8,27130.0
1646,s3618,Theo Von: No Offense,John Asher,Theo Von,United States,"August 7, 2019",2016,TV-MA,67 min,Stand-Up Comedy,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more.",1623,tm238486,MOVIE,"Known for always saying the unexpected and telling it like it is, even at the expense of offending, Louisiana comedian Theo Von returns home to film his first stand-up comedy special for Netflix at the Civic Theater in New Orleans.",65,tt5066564,5.6,864.0
1647,s3619,Crazy Beautiful You,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Pascual",Philippines,"August 6, 2019",2015,TV-14,114 min,"Comedies, Dramas, International Movies",A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.,1676,tm198786,MOVIE,A bad girl and a province boy found love in the state of being broken and in the process of healing.,115,tt4377918,7.2,828.0
1648,s3624,Enter the Anime,Alex Burunova,"Kozo Morishita, Yoko Takahashi, Shinji Aramaki, Kenji Kamiyama","United States, Japan","August 5, 2019",2019,TV-MA,59 min,"Documentaries, International Movies","What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers.",3829,tm821164,MOVIE,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced documentary seeks to find the answers.",58,tt10662450,2.6,1627.0
1649,s3625,No Good Nick,,"Melissa Joan Hart, Sean Astin, Siena Agudong, Lauren Lindsey Donzis, Kalama Epstein",United States,"August 5, 2019",2019,TV-PG,2 Seasons,"Kids' TV, TV Comedies, TV Dramas","A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative.",3402,ts84129,SHOW,"A family finds their lives turned upside down when a young, street-smart grifter shows up on their doorstep, claiming to be a distant relative.",30,tt9039142,6.0,2843.0
1650,s3628,Basketball or Nothing,,,United States,"August 2, 2019",2019,TV-PG,1 Season,"Docuseries, Reality TV",Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.,3733,ts217719,SHOW,the lives of the Chinle High School boys' basketball team based on the Navajo Nation reservation in Arizona.,0,tt10698408,7.4,614.0
1651,s3630,Otherhood,,,"United Kingdom, United States","August 2, 2019",2019,R,101 min,Comedies,"Feeling forgotten on Mother's Day, three best friends leave the suburbs and drive to New York City to surprise their adult sons.",3460,tm571805,MOVIE,"A grounded, soulful, celebratory comedy about three mothers and their adult sons. The film explores the stage after motherhood, Otherhood, when you have to redefine your relationship with your children, friends, spouse, and most importantly, yourself.",100,tt4180560,6.1,11048.0
1652,s3631,Uriyadi 2,Vijay Kumar,"Vijay Kumar, Vismaya, Shankar Thas, Abbas, Sudhakar, Durai Ramesh",India,"August 2, 2019",2019,TV-14,116 min,"Dramas, International Movies","When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.",4305,tm466854,MOVIE,A young man struggles for justice for the victims who are affected by the chemical plant leakage which lead to many deaths in the village.,119,tt10121762,7.1,880.0
1653,s3632,Manu,Phanindra Narsetti,"Raja Goutham, Chandini Chowdary, Bomma Sreedhar, John Kottoly, Srikanth Mullagiri, Ravi Teja",India,"August 1, 2019",2018,TV-14,177 min,"Dramas, Independent Movies, International Movies","The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",2762,tm432313,MOVIE,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",182,tt6615648,8.0,1073.0
1654,s3635,The Red Sea Diving Resort,Gideon Raff,"Chris Evans, Michael Kenneth Williams, Haley Bennett, Alessandro Nivola, Michiel Huisman, Alex Hassell, Mark Ivanir, Chris Chalk, Greg Kinnear, Ben Kingsley",Canada,"July 31, 2019",2019,TV-MA,130 min,"Dramas, Thrillers",Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.,3194,tm414341,MOVIE,"Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.",129,tt6675186,6.6,28051.0
1655,s3636,Whitney Cummings: Can I Touch It?,Marcus Raboy,Whitney Cummings,,"July 30, 2019",2019,TV-MA,59 min,Stand-Up Comedy,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, technology and more.",3918,tm818154,MOVIE,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, relationships, technology and, of course, sex robots. She also brings a very special guest to say hi.",59,tt10521638,6.5,1732.0
1656,s3637,Twelve Forever,,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph",United States,"July 29, 2019",2019,TV-PG,1 Season,Kids' TV,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.,3631,ts113748,SHOW,Reggie's dream is to be a kid forever. Her dream is so powerful that it creates its own fantasy world of perpetual youth.,22,tt8009622,6.6,664.0
